PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59153861,British Columbia,1162,3,-0.201,1,-0.865,1,-1.221,4,0.670
59153862,British Columbia,664,5,0.950,3,-0.135,1,-0.860,4,0.549
59153864,British Columbia,768,3,-0.484,2,-0.422,1,-1.459,2,-0.500
59153865,British Columbia,5045,4,0.138,1,-0.772,1,-1.355,4,0.330
59153866,British Columbia,1307,4,0.238,1,-0.764,1,-0.913,3,-0.152
59153867,British Columbia,756,4,0.171,2,-0.597,3,-0.229,2,-0.719
59153868,British Columbia,1126,4,0.088,1,-0.994,1,-1.119,2,-0.534
59153869,British Columbia,363,5,1.243,1,-0.767,1,-1.401,3,-0.430
59153870,British Columbia,961,4,0.706,1,-0.780,1,-1.373,2,-0.544
59153871,British Columbia,405,4,0.202,2,-0.430,2,-0.693,1,-0.762
59153872,British Columbia,1016,5,0.998,2,-0.508,1,-1.021,3,-0.202
59153873,British Columbia,813,4,0.205,1,-0.727,1,-1.064,3,-0.301
59153874,British Columbia,721,3,-0.116,1,-0.750,4,0.179,4,0.566
59153875,British Columbia,296,4,0.123,3,-0.339,1,-0.876,4,0.057
59153876,British Columbia,579,4,0.539,3,-0.301,1,-1.162,2,-0.511
59153877,British Columbia,410,3,-0.546,3,-0.282,4,0.154,2,-0.706
59153878,British Columbia,445,5,1.622,2,-0.407,4,0.374,1,-1.035
59153879,British Columbia,308,5,2.133,2,-0.497,3,-0.137,1,-1.002
59153881,British Columbia,412,5,3.132,4,-0.086,5,0.634,3,-0.217
59153882,British Columbia,1159,5,1.523,3,-0.348,5,1.400,4,-0.017
59153883,British Columbia,595,5,2.396,3,-0.240,5,0.629,2,-0.641
59153885,British Columbia,273,4,-0.060,2,-0.468,2,-0.505,4,0.151
59153886,British Columbia,713,4,0.824,2,-0.591,1,-1.293,4,0.516
59153887,British Columbia,610,4,0.142,4,0.199,1,-0.820,4,0.251
59153888,British Columbia,1007,4,0.564,3,-0.199,1,-0.985,5,0.919
59153889,British Columbia,496,5,1.026,3,-0.195,2,-0.552,3,-0.266
59153890,British Columbia,687,5,1.739,1,-0.675,3,-0.306,3,-0.280
59153891,British Columbia,546,5,1.618,3,-0.236,4,0.151,2,-0.497
59153892,British Columbia,444,5,2.547,3,-0.251,4,0.064,1,-0.883
59153893,British Columbia,657,5,1.216,4,-0.052,2,-0.692,4,-0.097
59153894,British Columbia,499,5,0.964,3,-0.199,2,-0.486,2,-0.634
59153895,British Columbia,474,4,0.597,1,-0.709,4,0.117,2,-0.519
59153896,British Columbia,897,5,1.590,4,0.148,3,-0.066,4,0.674
59153897,British Columbia,1015,5,1.915,4,0.008,2,-0.443,3,-0.318
59153898,British Columbia,920,5,2.308,4,0.213,2,-0.425,4,-0.060
59153899,British Columbia,855,5,1.300,4,0.034,2,-0.737,2,-0.501
59153900,British Columbia,2024,4,0.777,1,-0.775,1,-1.195,4,0.432
59153901,British Columbia,1394,4,0.149,1,-0.934,1,-1.351,3,-0.368
59153902,British Columbia,1095,4,0.103,1,-0.955,1,-1.434,2,-0.516
59153903,British Columbia,695,4,-0.062,2,-0.437,1,-0.980,1,-0.870
59153904,British Columbia,1665,4,0.518,1,-0.772,1,-0.856,3,-0.204
59153905,British Columbia,625,5,1.228,1,-0.630,3,-0.176,1,-1.024
59153906,British Columbia,631,5,1.032,1,-0.768,3,-0.312,1,-0.811
59153907,British Columbia,517,5,1.759,4,-0.111,3,-0.306,1,-0.770
59153908,British Columbia,459,5,1.393,1,-0.664,4,0.422,3,-0.264
59153909,British Columbia,1105,5,1.201,3,-0.312,4,0.376,1,-0.811
59153910,British Columbia,796,5,2.487,4,-0.011,5,0.830,2,-0.642
59153911,British Columbia,927,5,1.998,4,0.213,2,-0.560,4,-0.103
59153912,British Columbia,914,5,1.454,4,-0.101,3,-0.261,4,0.000
59153913,British Columbia,897,5,1.696,4,0.045,2,-0.676,4,0.073
59153914,British Columbia,319,4,0.503,2,-0.579,3,-0.093,1,-1.194
59153915,British Columbia,1335,5,1.510,3,-0.215,1,-0.797,3,-0.466
59153916,British Columbia,1210,5,1.457,3,-0.281,1,-0.928,5,0.787
59153917,British Columbia,1043,5,1.331,2,-0.405,1,-1.317,3,-0.309
59153918,British Columbia,555,5,1.100,3,-0.336,4,0.310,3,-0.329
59153919,British Columbia,884,5,1.481,4,-0.077,1,-0.738,3,-0.182
59153920,British Columbia,1215,5,2.483,4,0.233,4,0.208,2,-0.508
59153921,British Columbia,1086,5,1.472,2,-0.461,4,0.120,2,-0.490
59153922,British Columbia,723,5,2.013,4,0.112,4,0.218,3,-0.186
59153923,British Columbia,942,5,0.945,3,-0.364,2,-0.484,2,-0.640
59153924,British Columbia,1281,5,1.228,3,-0.330,3,-0.279,2,-0.598
59153925,British Columbia,1142,4,0.584,1,-0.827,2,-0.426,3,-0.154
59153926,British Columbia,1457,4,0.700,2,-0.608,4,0.364,4,-0.101
59153927,British Columbia,815,3,-0.207,1,-0.751,5,1.330,1,-0.753
59153928,British Columbia,1143,4,0.117,1,-0.828,1,-0.923,5,0.994
59153929,British Columbia,662,3,-0.424,1,-0.628,1,-0.963,3,-0.367
59153930,British Columbia,729,4,0.411,1,-0.802,3,-0.275,2,-0.665
59153931,British Columbia,1356,4,0.211,1,-0.665,2,-0.605,3,-0.433
59153932,British Columbia,747,4,0.086,1,-0.709,2,-0.481,1,-0.915
59153935,British Columbia,641,5,1.119,1,-0.735,4,0.294,2,-0.736
59153936,British Columbia,494,5,1.705,2,-0.427,4,0.235,1,-0.933
59153937,British Columbia,428,4,0.904,1,-0.653,3,-0.118,1,-0.950
59153939,British Columbia,2260,3,-0.299,1,-0.706,1,-1.067,2,-0.509
59153940,British Columbia,519,3,-0.433,3,-0.113,3,-0.032,1,-0.801
59153941,British Columbia,361,2,-0.713,1,-1.128,1,-0.747,2,-0.497
59153942,British Columbia,1406,2,-0.676,1,-1.057,3,-0.225,3,-0.135
59153943,British Columbia,827,3,-0.333,1,-0.671,3,0.041,2,-0.560
59153944,British Columbia,345,3,-0.551,4,-0.008,5,0.806,3,-0.464
59153945,British Columbia,608,5,1.469,4,0.252,2,-0.559,5,2.099
59153946,British Columbia,833,5,1.832,4,0.193,3,-0.070,2,-0.617
59153948,British Columbia,1875,5,2.539,4,0.116,5,0.591,5,1.162
59153949,British Columbia,2859,5,2.510,2,-0.371,1,-0.964,5,1.379
59153950,British Columbia,656,5,2.811,4,-0.062,3,-0.022,1,-1.014
59153952,British Columbia,396,4,-0.026,2,-0.559,2,-0.492,2,-0.629
59153953,British Columbia,596,3,-0.533,3,-0.302,1,-0.886,2,-0.693
59153955,British Columbia,685,4,0.284,2,-0.402,1,-1.193,5,2.527
59153956,British Columbia,1011,4,0.209,2,-0.410,1,-1.393,5,2.897
59153957,British Columbia,201,1,-0.876,1,-0.933,3,-0.189,2,-0.617
59153958,British Columbia,347,4,-0.101,5,0.535,2,-0.659,5,0.711
59153960,British Columbia,4022,4,0.220,1,-0.724,1,-0.963,5,1.534
59153961,British Columbia,712,4,-0.043,3,-0.114,1,-1.605,5,1.672
59153962,British Columbia,789,4,-0.038,1,-0.843,1,-1.067,5,1.528
59153963,British Columbia,484,3,-0.279,1,-0.643,3,-0.171,4,-0.009
59153965,British Columbia,382,3,-0.260,1,-0.837,5,1.973,5,1.047
59153966,British Columbia,301,2,-0.651,4,0.070,1,-1.069,3,-0.227
59153967,British Columbia,406,2,-0.567,3,-0.284,1,-0.931,2,-0.674
59153968,British Columbia,509,3,-0.387,5,0.615,3,-0.252,5,2.552
59153969,British Columbia,709,3,-0.189,5,0.373,5,2.047,5,1.908
59153970,British Columbia,1446,4,0.241,1,-0.977,3,-0.160,5,1.590
59153971,British Columbia,838,4,0.150,2,-0.437,1,-0.770,5,2.191
59153972,British Columbia,359,2,-0.594,3,-0.283,5,1.930,5,0.841
59153973,British Columbia,649,4,0.362,2,-0.480,2,-0.471,4,-0.094
59153974,British Columbia,732,3,-0.308,1,-0.728,1,-1.090,1,-0.852
59153975,British Columbia,736,3,-0.474,1,-0.914,1,-1.256,2,-0.628
59153976,British Columbia,1988,4,-0.063,1,-0.711,1,-1.142,2,-0.628
59153977,British Columbia,647,3,-0.118,1,-0.668,2,-0.730,1,-0.829
59153978,British Columbia,919,3,-0.421,1,-0.976,2,-0.641,2,-0.663
59153979,British Columbia,687,3,-0.464,1,-0.923,3,-0.328,1,-0.782
59153980,British Columbia,1842,5,1.699,3,-0.272,2,-0.471,5,1.270
59153981,British Columbia,1305,5,1.410,5,0.270,4,0.382,5,2.202
59153982,British Columbia,1947,3,-0.431,2,-0.520,1,-1.351,2,-0.579
59153983,British Columbia,1339,3,-0.329,2,-0.414,1,-1.092,2,-0.613
59153984,British Columbia,2839,4,0.290,1,-0.760,2,-0.416,1,-0.846
59153985,British Columbia,455,4,0.106,1,-0.789,3,-0.238,1,-1.074
59153986,British Columbia,1246,5,1.183,1,-0.633,4,0.515,5,2.111
59153987,British Columbia,1329,5,1.018,2,-0.458,3,-0.289,5,1.439
59153988,British Columbia,950,4,0.193,1,-0.635,1,-0.920,5,1.507
59153989,British Columbia,507,4,0.088,1,-1.095,1,-1.001,5,1.411
59153990,British Columbia,806,4,0.255,1,-0.783,1,-0.764,5,1.571
59153991,British Columbia,1104,4,0.185,1,-0.838,1,-1.111,5,1.676
59153992,British Columbia,797,2,-0.601,3,-0.300,5,2.585,5,1.159
59153993,British Columbia,496,4,-0.031,1,-0.638,1,-0.948,4,-0.004
59153994,British Columbia,620,5,1.385,1,-0.631,4,0.411,5,1.867
59153995,British Columbia,185,5,1.673,4,0.078,5,0.834,5,1.674
59153996,British Columbia,903,4,0.353,3,-0.347,1,-1.399,5,1.809
59153997,British Columbia,877,5,1.639,2,-0.522,5,0.944,5,0.948
59153998,British Columbia,955,3,-0.257,1,-1.151,1,-1.316,3,-0.317
59153999,British Columbia,2065,2,-0.584,1,-0.834,1,-0.965,2,-0.639
59154000,British Columbia,1695,4,0.881,1,-0.970,1,-1.525,5,2.016
59154001,British Columbia,4558,4,0.792,1,-0.776,1,-1.345,5,2.259
59154002,British Columbia,1282,4,0.258,2,-0.512,1,-1.004,5,1.093
59154004,British Columbia,1772,4,0.359,2,-0.521,5,0.770,5,1.255
59154005,British Columbia,371,3,-0.192,4,-0.100,1,-1.737,4,0.183
59154006,British Columbia,722,4,-0.047,2,-0.443,1,-0.989,3,-0.155
59154007,British Columbia,866,2,-0.597,2,-0.476,2,-0.530,1,-0.827
59154008,British Columbia,468,4,0.871,1,-0.865,2,-0.502,2,-0.609
59154009,British Columbia,511,4,0.853,1,-0.688,5,1.070,2,-0.520
59154010,British Columbia,695,4,0.445,3,-0.354,5,1.370,1,-0.799
59154011,British Columbia,405,4,-0.050,1,-0.954,5,0.825,2,-0.655
59154012,British Columbia,593,4,0.459,1,-0.661,3,0.003,3,-0.156
59154013,British Columbia,388,2,-0.692,5,1.133,4,0.439,2,-0.737
59154014,British Columbia,780,5,1.991,4,0.115,2,-0.669,5,3.301
59154015,British Columbia,1068,1,-0.917,5,2.425,3,-0.033,1,-0.823
59154016,British Columbia,346,2,-0.680,5,1.186,2,-0.461,2,-0.544
59154017,British Columbia,406,2,-0.578,1,-0.752,5,2.360,3,-0.312
59154018,British Columbia,785,5,2.120,3,-0.345,3,-0.198,5,2.188
59154019,British Columbia,1742,5,1.046,3,-0.263,2,-0.506,4,0.562
59154020,British Columbia,3220,4,-0.025,1,-0.674,1,-1.335,4,0.516
59154021,British Columbia,3542,4,-0.082,2,-0.570,1,-1.432,4,0.200
59154022,British Columbia,1111,4,0.741,1,-0.872,3,-0.296,3,-0.294
59154023,British Columbia,318,4,0.218,2,-0.460,3,-0.050,1,-1.196
59154024,British Columbia,3761,5,0.916,2,-0.470,2,-0.658,4,-0.022
59154025,British Columbia,813,4,0.704,2,-0.411,1,-0.846,4,0.681
59154027,British Columbia,1390,4,0.503,1,-0.770,1,-1.587,5,2.376
59154029,British Columbia,433,4,0.316,2,-0.552,2,-0.583,2,-0.532
59154030,British Columbia,668,4,0.394,2,-0.568,4,0.481,1,-1.171
59154031,British Columbia,1111,5,1.016,1,-1.007,1,-1.339,5,1.787
59154032,British Columbia,2944,5,1.262,2,-0.604,1,-1.120,5,1.415
59154033,British Columbia,2172,5,2.271,5,0.519,3,-0.200,5,2.721
59154034,British Columbia,882,5,3.296,5,0.817,5,1.494,5,2.258
59154035,British Columbia,542,5,2.203,4,0.010,3,-0.280,5,1.458
59154036,British Columbia,1201,5,1.968,4,0.064,4,0.148,5,1.498
59154038,British Columbia,763,3,-0.522,2,-0.607,3,-0.264,1,-0.856
59154039,British Columbia,706,3,-0.483,3,-0.335,3,-0.043,1,-1.039
59154041,British Columbia,495,4,-0.047,3,-0.282,5,0.976,4,0.179
59154042,British Columbia,544,5,1.720,1,-0.669,4,0.255,2,-0.492
59154044,British Columbia,690,4,0.648,2,-0.596,1,-0.889,2,-0.562
59154045,British Columbia,431,3,-0.349,2,-0.576,2,-0.462,1,-1.135
59154046,British Columbia,558,4,0.431,2,-0.565,1,-0.891,2,-0.587
59154048,British Columbia,687,4,0.385,4,-0.079,3,-0.350,2,-0.646
59154049,British Columbia,790,4,0.623,2,-0.610,2,-0.733,3,-0.162
59154050,British Columbia,632,4,0.192,1,-0.620,3,-0.140,1,-1.070
59154052,British Columbia,1121,4,0.136,3,-0.196,1,-0.838,4,0.082
59154053,British Columbia,415,5,1.545,5,0.557,5,2.029,5,1.933
59154054,British Columbia,650,5,2.534,4,0.064,4,0.332,5,3.190
59154055,British Columbia,386,1,-1.281,1,-1.520,5,7.263,3,-0.219
59154056,British Columbia,86,1,-1.052,4,0.076,5,3.768,2,-0.621
59170033,British Columbia,929,3,-0.493,1,-0.829,5,1.588,2,-0.612
59170034,British Columbia,551,3,-0.558,1,-0.814,4,0.121,1,-0.999
59170035,British Columbia,434,1,-0.776,1,-1.017,5,2.786,4,0.545
59170036,British Columbia,467,2,-0.731,3,-0.278,5,0.744,4,-0.016
59170037,British Columbia,476,3,-0.371,2,-0.379,3,-0.274,3,-0.241
59170038,British Columbia,654,3,-0.452,2,-0.550,3,0.005,2,-0.486
59170039,British Columbia,514,3,-0.423,3,-0.344,3,-0.011,4,-0.036
59170040,British Columbia,608,2,-0.703,4,0.048,5,0.559,4,0.530
59170041,British Columbia,253,2,-0.595,1,-0.734,5,1.600,4,0.311
59170042,British Columbia,594,4,0.080,4,-0.102,5,1.678,4,0.706
59170043,British Columbia,573,1,-0.814,1,-0.976,5,3.884,5,1.215
59170044,British Columbia,569,3,-0.532,1,-0.676,5,4.794,5,1.879
59170045,British Columbia,351,3,-0.319,1,-0.766,5,2.137,5,0.892
59170046,British Columbia,441,2,-0.732,1,-0.818,5,3.266,4,0.347
59170047,British Columbia,923,4,-0.054,1,-0.695,5,0.660,4,0.045
59170048,British Columbia,277,3,-0.489,2,-0.403,2,-0.581,3,-0.139
59170049,British Columbia,542,2,-0.684,2,-0.615,2,-0.526,4,-0.111
59170051,British Columbia,544,2,-0.716,2,-0.605,3,-0.197,2,-0.551
59170052,British Columbia,653,3,-0.553,1,-0.674,5,0.849,2,-0.671
59170053,British Columbia,447,2,-0.736,2,-0.531,4,0.255,2,-0.730
59170054,British Columbia,623,2,-0.626,1,-0.786,5,0.822,1,-0.763
59170055,British Columbia,416,2,-0.719,1,-0.943,5,0.843,1,-0.924
59170056,British Columbia,780,3,-0.425,1,-0.907,5,1.501,2,-0.743
59170063,British Columbia,484,1,-1.101,2,-0.401,5,3.199,3,-0.416
59170066,British Columbia,1201,1,-0.842,5,1.374,5,1.293,2,-0.651
59170070,British Columbia,504,2,-0.585,1,-0.690,4,0.278,3,-0.411
59170071,British Columbia,751,3,-0.455,1,-0.888,4,0.519,1,-0.902
59170072,British Columbia,815,3,-0.460,1,-0.632,3,-0.205,1,-1.097
59170074,British Columbia,547,4,-0.032,2,-0.522,4,0.376,2,-0.519
59170075,British Columbia,582,3,-0.341,1,-0.998,5,0.958,2,-0.569
59170076,British Columbia,1364,3,-0.451,1,-0.944,5,1.506,1,-0.767
59170077,British Columbia,819,2,-0.737,1,-0.814,2,-0.391,1,-0.904
59170079,British Columbia,666,4,0.020,2,-0.563,2,-0.710,2,-0.637
59170081,British Columbia,382,2,-0.593,2,-0.497,5,1.265,3,-0.450
59170082,British Columbia,683,3,-0.418,1,-0.836,5,1.027,3,-0.187
59170084,British Columbia,636,3,-0.277,1,-0.648,4,0.309,2,-0.537
59170085,British Columbia,738,4,0.370,1,-0.679,4,0.545,1,-0.814
59170094,British Columbia,711,3,-0.362,1,-1.242,5,3.329,3,-0.159
59170095,British Columbia,986,3,-0.156,3,-0.230,5,0.902,5,0.780
59170096,British Columbia,752,4,0.130,3,-0.257,2,-0.611,4,0.168
59170097,British Columbia,639,3,-0.314,1,-0.739,3,-0.029,1,-1.049
59170098,British Columbia,488,1,-0.888,2,-0.473,1,-0.971,2,-0.590
59170100,British Columbia,541,3,-0.551,3,-0.332,3,-0.329,2,-0.580
59170101,British Columbia,916,3,-0.381,4,0.070,1,-0.906,3,-0.228
59170102,British Columbia,846,3,-0.335,1,-0.634,3,-0.339,2,-0.665
59170103,British Columbia,852,3,-0.401,4,0.207,2,-0.508,3,-0.390
59170104,British Columbia,281,3,-0.329,3,-0.340,1,-1.306,3,-0.364
59170105,British Columbia,690,4,0.443,5,0.488,3,-0.275,3,-0.389
59170106,British Columbia,595,4,-0.012,1,-0.715,2,-0.423,3,-0.420
59170111,British Columbia,394,3,-0.483,2,-0.607,3,-0.346,2,-0.747
59170112,British Columbia,480,3,-0.179,2,-0.476,1,-0.902,3,-0.345
59170113,British Columbia,503,3,-0.194,4,0.028,3,-0.344,4,-0.073
59170114,British Columbia,1152,4,-0.045,5,0.362,1,-0.846,5,2.425
59170115,British Columbia,556,3,-0.362,3,-0.359,4,0.103,4,0.520
59170116,British Columbia,477,3,-0.287,1,-0.701,3,-0.310,4,-0.003
59170117,British Columbia,441,1,-0.895,1,-0.676,3,-0.193,4,0.574
59170118,British Columbia,557,3,-0.288,2,-0.489,1,-0.909,4,-0.033
59170119,British Columbia,488,3,-0.239,2,-0.503,1,-0.941,4,0.006
59170120,British Columbia,576,4,0.426,4,0.053,1,-0.844,5,0.836
59170121,British Columbia,437,3,-0.320,3,-0.219,1,-1.780,4,0.436
59170122,British Columbia,719,3,-0.128,5,0.375,4,0.058,5,2.250
59170123,British Columbia,447,3,-0.369,3,-0.174,2,-0.658,5,1.875
59170124,British Columbia,748,4,0.058,3,-0.177,1,-0.755,5,2.282
59170125,British Columbia,888,4,0.076,4,0.055,1,-1.347,5,1.538
59170126,British Columbia,466,3,-0.334,2,-0.443,1,-0.807,4,0.427
59170127,British Columbia,636,4,0.191,4,-0.078,1,-1.153,5,1.080
59170128,British Columbia,690,3,-0.526,1,-0.845,1,-0.984,3,-0.174
59170129,British Columbia,539,2,-0.601,3,-0.207,1,-0.849,4,0.086
59170130,British Columbia,718,3,-0.483,5,0.582,5,1.150,5,0.950
59170131,British Columbia,576,3,-0.557,3,-0.347,1,-0.799,4,0.221
59170132,British Columbia,520,3,-0.126,3,-0.113,1,-1.335,5,1.002
59170133,British Columbia,549,4,-0.054,5,0.372,2,-0.625,5,1.943
59170134,British Columbia,571,4,-0.070,5,0.706,1,-0.919,5,1.315
59170135,British Columbia,426,1,-0.785,2,-0.618,3,-0.150,4,-0.067
59170136,British Columbia,486,2,-0.768,3,-0.335,2,-0.709,4,0.390
59170137,British Columbia,529,3,-0.421,3,-0.128,1,-0.835,3,-0.343
59170138,British Columbia,428,3,-0.520,2,-0.509,1,-1.061,4,0.173
59170139,British Columbia,503,3,-0.158,2,-0.470,1,-0.948,4,0.132
59170140,British Columbia,522,3,-0.421,4,0.177,1,-1.562,5,1.160
59170141,British Columbia,606,3,-0.224,5,0.691,2,-0.507,5,1.494
59170142,British Columbia,540,3,-0.360,4,0.252,1,-1.038,5,1.577
59170143,British Columbia,557,3,-0.218,4,0.003,1,-1.235,5,0.985
59170144,British Columbia,700,4,0.110,4,0.072,1,-0.849,5,1.828
59170145,British Columbia,499,2,-0.624,4,-0.080,1,-1.822,5,2.134
59170146,British Columbia,640,4,0.412,3,-0.138,1,-1.166,5,1.169
59170147,British Columbia,346,3,-0.450,4,0.085,1,-1.257,5,2.803
59170148,British Columbia,433,3,-0.210,5,0.273,1,-1.435,5,2.406
59170149,British Columbia,587,4,0.594,5,2.738,3,-0.106,5,1.956
59170150,British Columbia,247,5,1.075,2,-0.512,1,-1.137,5,3.118
59170151,British Columbia,510,4,0.083,5,0.378,1,-0.897,5,1.843
59170152,British Columbia,481,3,-0.166,4,0.116,1,-2.077,5,1.948
59170153,British Columbia,741,4,0.700,5,0.562,1,-1.244,5,2.660
59170154,British Columbia,542,4,0.020,4,0.139,2,-0.490,4,0.562
59170155,British Columbia,594,2,-0.603,2,-0.439,1,-1.760,5,1.757
59170156,British Columbia,575,3,-0.143,2,-0.579,5,1.078,4,0.410
59170157,British Columbia,562,3,-0.301,2,-0.427,1,-1.173,4,-0.037
59170158,British Columbia,966,4,-0.070,4,-0.034,1,-0.934,5,2.814
59170159,British Columbia,961,4,0.048,4,0.100,3,-0.094,5,2.966
59170160,British Columbia,705,2,-0.693,2,-0.506,2,-0.670,5,3.135
59170161,British Columbia,521,3,-0.286,5,1.714,5,1.143,5,3.386
59170162,British Columbia,510,4,0.414,5,0.441,4,0.538,5,3.136
59170163,British Columbia,462,3,-0.536,3,-0.325,1,-1.008,5,2.629
59170164,British Columbia,1038,3,-0.383,1,-0.650,3,-0.334,5,2.176
59170165,British Columbia,500,3,-0.538,4,-0.091,2,-0.417,5,2.875
59170166,British Columbia,474,4,0.029,5,0.883,2,-0.565,5,2.529
59170167,British Columbia,403,3,-0.315,5,0.710,1,-0.865,5,2.658
59170168,British Columbia,478,3,-0.376,4,-0.015,1,-0.925,5,2.266
59170169,British Columbia,429,2,-0.593,3,-0.195,1,-1.313,5,2.215
59170170,British Columbia,493,3,-0.281,1,-0.924,1,-1.198,5,2.230
59170171,British Columbia,717,3,-0.290,5,0.541,1,-0.918,5,3.265
59170172,British Columbia,574,4,-0.032,4,-0.024,1,-0.849,5,2.829
59170174,British Columbia,580,2,-0.765,4,0.063,1,-1.153,5,0.880
59170175,British Columbia,482,1,-0.951,2,-0.617,2,-0.702,5,0.718
59170177,British Columbia,513,3,-0.282,3,-0.283,3,-0.229,5,2.510
59170178,British Columbia,651,3,-0.231,4,0.069,2,-0.549,5,2.449
59170179,British Columbia,572,3,-0.318,3,-0.359,3,-0.112,5,2.214
59170180,British Columbia,507,1,-0.873,4,0.045,1,-0.838,5,1.317
59170181,British Columbia,558,4,0.753,2,-0.461,1,-1.100,5,0.993
59170182,British Columbia,374,3,-0.183,3,-0.229,5,0.880,5,1.819
59170184,British Columbia,568,3,-0.181,4,-0.060,1,-0.801,5,1.810
59170185,British Columbia,602,3,-0.464,2,-0.382,2,-0.469,5,0.972
59170186,British Columbia,451,2,-0.566,1,-0.965,3,-0.185,1,-0.772
59170187,British Columbia,464,3,-0.143,4,0.096,1,-0.959,5,1.339
59170189,British Columbia,364,2,-0.737,1,-1.173,5,0.702,1,-0.832
59170190,British Columbia,600,3,-0.553,1,-0.728,5,1.020,4,-0.115
59170191,British Columbia,347,2,-0.666,3,-0.358,5,0.896,4,0.089
59170192,British Columbia,621,3,-0.352,1,-0.791,5,3.041,5,1.105
59170193,British Columbia,567,3,-0.495,1,-0.662,5,0.622,1,-1.047
59170194,British Columbia,486,2,-0.593,1,-0.705,5,1.967,3,-0.405
59170195,British Columbia,512,2,-0.628,1,-0.849,5,2.524,5,0.902
59170196,British Columbia,533,4,-0.053,2,-0.467,5,1.298,5,1.091
59170197,British Columbia,537,2,-0.768,2,-0.488,4,0.261,3,-0.473
59170198,British Columbia,694,2,-0.672,2,-0.549,3,-0.338,5,0.878
59170199,British Columbia,512,3,-0.431,3,-0.232,4,0.488,5,1.157
59170200,British Columbia,543,3,-0.454,1,-0.948,3,-0.231,3,-0.244
59170201,British Columbia,578,2,-0.687,1,-0.785,4,0.489,3,-0.348
59170202,British Columbia,275,2,-0.731,3,-0.203,1,-0.805,4,0.433
59170203,British Columbia,763,2,-0.579,1,-0.719,2,-0.623,3,-0.162
59170204,British Columbia,755,2,-0.592,1,-1.017,4,0.465,4,-0.024
59170205,British Columbia,452,2,-0.756,1,-0.839,5,0.775,1,-0.882
59170206,British Columbia,453,2,-0.604,1,-0.863,3,0.012,1,-0.900
59170207,British Columbia,419,2,-0.647,2,-0.479,5,1.123,1,-0.813
59170208,British Columbia,571,3,-0.495,1,-0.886,3,-0.256,2,-0.633
59170209,British Columbia,483,2,-0.685,1,-0.822,4,0.232,2,-0.641
59170210,British Columbia,481,1,-0.808,1,-0.923,4,0.308,2,-0.642
59170211,British Columbia,494,4,-0.029,1,-0.759,5,2.318,5,0.822
59170212,British Columbia,508,2,-0.600,1,-1.229,5,3.795,5,1.158
59170214,British Columbia,643,2,-0.693,1,-0.888,4,0.386,2,-0.502
59170215,British Columbia,456,3,-0.545,3,-0.343,5,0.782,2,-0.500
59170216,British Columbia,473,2,-0.615,1,-0.725,5,1.483,4,0.286
59170217,British Columbia,507,2,-0.716,1,-0.992,3,-0.048,1,-0.932
59170218,British Columbia,528,2,-0.600,1,-0.627,3,-0.328,1,-1.067
59170219,British Columbia,545,3,-0.196,1,-0.687,3,-0.082,2,-0.589
59170220,British Columbia,463,3,-0.511,1,-0.904,5,0.797,1,-0.935
59170221,British Columbia,515,3,-0.372,2,-0.373,3,-0.271,3,-0.179
59170222,British Columbia,676,3,-0.274,2,-0.493,2,-0.659,4,-0.029
59170223,British Columbia,830,4,0.518,4,0.004,1,-0.862,5,1.125
59170224,British Columbia,533,4,0.206,3,-0.299,1,-1.050,5,1.241
59170225,British Columbia,346,4,0.687,4,0.138,3,-0.159,4,0.183
59170226,British Columbia,519,3,-0.474,3,-0.202,2,-0.661,3,-0.368
