PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59150483,British Columbia,396,5,1.751,5,0.351,4,0.282,2,-0.639
59150484,British Columbia,654,5,2.135,4,-0.104,2,-0.546,4,0.099
59150485,British Columbia,598,5,1.713,2,-0.534,5,0.603,2,-0.701
59150486,British Columbia,393,5,1.461,4,0.052,5,1.329,4,0.561
59150487,British Columbia,481,5,1.543,1,-0.636,3,-0.011,2,-0.658
59150488,British Columbia,465,5,1.254,4,0.120,5,0.783,5,2.763
59150489,British Columbia,509,5,1.739,5,0.338,2,-0.492,4,0.651
59150490,British Columbia,543,5,1.568,4,0.017,3,-0.225,1,-0.762
59150491,British Columbia,509,5,1.092,5,0.510,3,-0.081,5,1.643
59150492,British Columbia,585,5,1.827,5,0.255,4,0.072,4,0.418
59150493,British Columbia,462,5,1.080,5,0.340,1,-0.930,5,3.133
59150494,British Columbia,422,4,0.463,3,-0.350,1,-0.880,5,2.539
59150495,British Columbia,634,4,0.258,2,-0.506,1,-1.050,5,2.383
59150496,British Columbia,562,5,1.886,5,0.488,1,-0.968,5,2.685
59150497,British Columbia,695,5,1.269,3,-0.151,1,-1.352,5,2.383
59150498,British Columbia,614,5,0.992,5,0.392,3,-0.269,5,2.449
59150499,British Columbia,659,4,0.711,4,-0.084,1,-0.841,5,2.884
59150500,British Columbia,720,5,1.244,3,-0.307,1,-1.219,5,2.874
59150503,British Columbia,593,5,1.431,4,0.157,2,-0.406,5,1.824
59150504,British Columbia,983,5,1.787,4,0.050,3,-0.091,5,1.114
59150505,British Columbia,599,5,1.653,4,-0.038,4,0.172,4,0.287
59150506,British Columbia,405,5,1.752,2,-0.547,5,0.679,2,-0.584
59150507,British Columbia,472,5,1.209,3,-0.212,4,0.324,1,-0.867
59150508,British Columbia,465,5,1.222,2,-0.445,4,0.371,1,-0.873
59150509,British Columbia,401,5,0.914,2,-0.371,5,0.703,3,-0.480
59150510,British Columbia,576,5,2.499,4,0.095,5,1.019,1,-0.951
59150511,British Columbia,341,5,1.672,3,-0.249,5,0.741,5,1.070
59150512,British Columbia,482,5,1.525,3,-0.179,5,0.882,1,-0.893
59150513,British Columbia,434,5,2.685,5,0.322,4,0.339,1,-0.985
59150514,British Columbia,576,5,2.442,4,0.151,5,0.724,2,-0.682
59150515,British Columbia,325,5,2.185,2,-0.564,4,0.217,1,-0.964
59150516,British Columbia,528,5,2.216,4,0.092,5,0.601,2,-0.571
59150517,British Columbia,332,5,2.125,5,0.660,5,1.450,3,-0.238
59150518,British Columbia,364,5,1.675,3,-0.282,4,0.496,1,-0.828
59150519,British Columbia,343,5,1.754,3,-0.236,5,0.931,1,-0.764
59150520,British Columbia,973,5,2.113,4,-0.008,4,0.528,5,1.791
59150521,British Columbia,638,5,1.604,4,0.022,5,0.959,3,-0.210
59150522,British Columbia,729,5,2.355,4,0.222,5,0.853,1,-0.957
59150523,British Columbia,654,5,1.084,3,-0.354,4,0.307,3,-0.300
59150524,British Columbia,445,5,1.212,2,-0.516,1,-0.841,4,0.166
59150525,British Columbia,565,4,0.870,3,-0.196,1,-0.789,4,0.123
59150526,British Columbia,466,5,2.075,4,0.099,5,0.798,4,0.019
59150527,British Columbia,660,5,1.984,3,-0.206,2,-0.410,4,0.363
59150528,British Columbia,574,5,1.578,3,-0.179,3,-0.286,4,-0.017
59150529,British Columbia,620,4,0.645,1,-0.645,4,0.143,2,-0.498
59150530,British Columbia,513,4,0.589,3,-0.267,1,-1.317,5,0.859
59150531,British Columbia,783,4,0.752,3,-0.254,2,-0.734,4,0.700
59150532,British Columbia,505,5,0.941,2,-0.417,2,-0.476,4,-0.133
59150533,British Columbia,659,5,1.290,2,-0.567,2,-0.611,3,-0.229
59150534,British Columbia,492,5,1.639,4,0.062,4,0.235,3,-0.156
59150535,British Columbia,626,4,0.677,1,-0.650,2,-0.630,4,-0.134
59150536,British Columbia,374,4,0.631,2,-0.595,5,3.238,5,1.809
59150537,British Columbia,572,4,0.395,3,-0.264,2,-0.385,4,-0.053
59150538,British Columbia,192,4,0.157,5,0.589,4,0.171,5,2.094
59150539,British Columbia,521,5,1.356,3,-0.235,4,0.079,1,-1.045
59150540,British Columbia,510,5,1.088,3,-0.239,3,-0.165,4,-0.128
59150541,British Columbia,655,5,1.495,4,0.157,5,0.640,3,-0.481
59150542,British Columbia,470,5,1.519,4,-0.080,4,0.140,5,0.731
59150543,British Columbia,426,5,1.644,3,-0.175,4,0.052,3,-0.433
59150544,British Columbia,832,5,1.523,5,0.253,5,1.956,5,1.583
59150545,British Columbia,473,5,1.444,4,0.163,4,0.389,4,-0.106
59150546,British Columbia,708,5,1.357,2,-0.373,4,0.048,4,0.000
59150547,British Columbia,501,5,1.118,4,0.030,3,-0.119,5,2.657
59150548,British Columbia,337,4,0.726,1,-0.869,4,0.505,1,-0.756
59150549,British Columbia,573,5,2.128,4,0.103,4,0.387,3,-0.332
59150550,British Columbia,705,5,2.047,4,0.160,5,0.948,3,-0.322
59150551,British Columbia,542,5,1.758,4,0.121,4,0.274,1,-0.787
59150552,British Columbia,474,5,1.726,4,0.065,5,0.792,2,-0.723
59150553,British Columbia,489,5,2.398,5,0.607,5,1.042,2,-0.512
59150554,British Columbia,525,5,1.388,4,0.161,3,-0.049,3,-0.447
59150555,British Columbia,636,5,1.700,3,-0.171,5,0.790,3,-0.167
59150556,British Columbia,877,5,1.410,4,0.204,4,0.144,5,1.623
59150557,British Columbia,584,5,1.371,4,0.065,4,0.106,5,1.140
59150558,British Columbia,581,4,0.494,2,-0.379,2,-0.568,5,2.061
59150559,British Columbia,385,4,0.456,3,-0.310,4,0.142,4,0.486
59150560,British Columbia,516,4,0.675,2,-0.524,4,0.384,2,-0.597
59150561,British Columbia,623,4,0.830,2,-0.460,5,0.768,1,-0.762
59150562,British Columbia,645,5,1.769,4,0.049,4,0.541,4,-0.008
59150563,British Columbia,644,4,0.566,4,-0.027,3,-0.045,5,2.451
59150564,British Columbia,694,4,0.775,4,0.031,5,1.347,5,1.296
59150565,British Columbia,588,4,0.874,3,-0.254,5,0.815,5,1.034
59150566,British Columbia,572,5,1.151,4,-0.053,5,1.335,5,1.930
59150567,British Columbia,529,4,0.121,4,0.021,5,1.215,5,2.048
59150568,British Columbia,599,4,0.303,4,0.046,5,0.961,5,2.155
59150569,British Columbia,838,5,1.284,4,0.163,5,0.845,5,2.331
59150570,British Columbia,512,5,1.238,4,-0.032,5,1.012,5,2.272
59150571,British Columbia,608,5,1.273,2,-0.379,5,0.735,3,-0.319
59150572,British Columbia,344,4,0.537,4,0.050,5,0.689,1,-0.827
59150573,British Columbia,1489,5,2.982,5,0.610,5,0.690,5,1.758
59150575,British Columbia,441,5,1.255,4,0.051,4,0.237,5,0.710
59150577,British Columbia,757,4,0.214,2,-0.579,5,1.039,4,0.405
59150578,British Columbia,468,5,2.100,3,-0.215,4,0.429,3,-0.258
59150579,British Columbia,416,5,1.330,4,0.088,4,0.286,3,-0.458
59150580,British Columbia,427,5,3.556,5,0.445,5,0.569,3,-0.282
59150581,British Columbia,416,5,1.696,4,-0.063,3,0.005,3,-0.159
59150582,British Columbia,601,5,2.655,5,0.393,4,0.432,3,-0.387
59150583,British Columbia,552,4,0.168,3,-0.318,4,0.089,4,0.548
59150584,British Columbia,613,3,-0.141,1,-0.726,2,-0.469,4,0.646
59150585,British Columbia,456,4,0.108,1,-0.646,3,-0.283,3,-0.202
59150586,British Columbia,533,4,-0.002,3,-0.299,1,-0.876,5,1.825
59150587,British Columbia,511,4,0.384,2,-0.388,1,-0.908,5,0.980
59150588,British Columbia,642,4,0.027,2,-0.502,1,-0.870,4,0.302
59150589,British Columbia,524,4,0.131,2,-0.387,2,-0.545,3,-0.451
59150590,British Columbia,545,4,0.283,3,-0.340,4,0.188,3,-0.136
59150591,British Columbia,623,4,0.116,3,-0.360,2,-0.425,3,-0.153
59150592,British Columbia,630,4,0.470,1,-0.740,2,-0.725,5,0.900
59150593,British Columbia,588,3,-0.400,2,-0.429,2,-0.643,4,0.459
59150594,British Columbia,449,4,0.120,2,-0.428,1,-1.101,4,0.619
59150595,British Columbia,701,4,0.277,4,0.139,3,-0.238,5,1.452
59150596,British Columbia,440,3,-0.350,2,-0.380,2,-0.657,4,0.557
59150597,British Columbia,697,4,0.161,2,-0.406,1,-0.844,5,1.597
59150598,British Columbia,545,2,-0.604,1,-0.666,1,-1.270,5,1.562
59150599,British Columbia,619,3,-0.448,1,-0.640,4,0.505,5,2.419
59150600,British Columbia,493,5,1.339,3,-0.364,4,0.333,5,0.942
59150601,British Columbia,666,4,-0.004,2,-0.394,1,-1.133,5,1.583
59150602,British Columbia,378,3,-0.153,1,-0.832,2,-0.489,5,1.182
59150603,British Columbia,392,4,0.028,1,-0.798,1,-1.018,5,0.765
59150604,British Columbia,669,4,-0.095,3,-0.369,1,-0.766,5,1.624
59150605,British Columbia,465,3,-0.432,2,-0.505,2,-0.403,5,0.818
59150606,British Columbia,816,4,-0.095,1,-0.884,1,-0.918,4,0.614
59150607,British Columbia,870,4,-0.095,1,-0.661,1,-1.296,5,1.182
59150608,British Columbia,682,3,-0.310,1,-0.887,1,-0.769,5,1.034
59150609,British Columbia,444,4,0.161,1,-1.015,1,-1.425,5,1.211
59150610,British Columbia,712,4,0.072,1,-0.703,1,-1.279,5,1.839
59150611,British Columbia,743,3,-0.432,1,-0.781,1,-1.020,5,1.047
59150612,British Columbia,546,3,-0.273,1,-0.723,1,-0.847,5,1.465
59150613,British Columbia,634,4,0.008,1,-0.704,2,-0.435,5,1.496
59150614,British Columbia,618,3,-0.223,1,-0.695,1,-1.396,5,1.730
59150615,British Columbia,476,4,0.102,2,-0.605,4,0.189,5,1.900
59150616,British Columbia,563,4,0.137,3,-0.126,1,-1.501,5,2.579
59150617,British Columbia,505,3,-0.131,3,-0.367,1,-0.828,5,2.891
59150618,British Columbia,691,4,-0.102,1,-0.622,1,-1.115,5,2.511
59150619,British Columbia,528,3,-0.165,2,-0.435,1,-1.338,5,2.328
59150620,British Columbia,449,3,-0.327,4,0.239,5,0.759,5,2.288
59150621,British Columbia,541,3,-0.435,2,-0.460,1,-1.105,5,2.354
59150622,British Columbia,494,4,0.202,1,-0.979,1,-1.494,5,2.841
59150623,British Columbia,486,4,-0.102,1,-0.901,1,-1.289,5,2.588
59150624,British Columbia,511,3,-0.205,2,-0.561,1,-1.400,5,2.916
59150625,British Columbia,616,4,-0.088,2,-0.499,1,-1.523,5,2.396
59150626,British Columbia,554,3,-0.411,3,-0.210,1,-1.088,5,2.508
59150627,British Columbia,510,3,-0.130,2,-0.499,1,-1.070,5,1.730
59150628,British Columbia,690,3,-0.173,3,-0.292,1,-0.799,5,1.772
59150629,British Columbia,484,3,-0.327,1,-1.016,1,-1.066,5,2.712
59150630,British Columbia,1167,4,0.076,1,-0.939,1,-1.419,5,2.322
59150631,British Columbia,1183,4,0.314,1,-0.795,1,-0.787,5,2.156
59150632,British Columbia,1231,4,0.033,1,-0.769,2,-0.737,5,1.607
59150633,British Columbia,736,4,0.023,1,-0.702,1,-1.093,5,1.971
59150634,British Columbia,474,3,-0.482,3,-0.323,1,-1.124,5,2.893
59150635,British Columbia,544,4,0.000,1,-0.847,1,-0.834,5,2.235
59150636,British Columbia,620,3,-0.482,2,-0.572,1,-1.163,5,2.503
59150637,British Columbia,475,3,-0.212,3,-0.355,4,0.498,5,1.867
59150638,British Columbia,670,3,-0.298,2,-0.577,1,-0.919,5,2.577
59150639,British Columbia,488,3,-0.269,1,-0.865,5,0.560,5,1.819
59150640,British Columbia,399,3,-0.442,2,-0.581,2,-0.632,5,2.928
59150641,British Columbia,663,3,-0.196,1,-0.854,1,-1.707,5,2.666
59150642,British Columbia,660,3,-0.393,2,-0.469,1,-1.469,5,2.717
59150643,British Columbia,609,4,-0.065,1,-0.681,1,-0.980,5,2.566
59150644,British Columbia,620,4,-0.111,2,-0.556,1,-0.941,5,2.760
59150645,British Columbia,531,4,-0.001,2,-0.610,1,-1.007,5,1.753
59150646,British Columbia,575,4,-0.041,2,-0.422,1,-1.430,5,3.039
59150647,British Columbia,570,4,0.576,1,-0.973,1,-1.666,5,1.562
59150648,British Columbia,203,4,0.534,1,-0.762,1,-1.534,5,2.816
59150649,British Columbia,628,4,0.460,1,-0.827,1,-1.288,5,2.052
59150650,British Columbia,419,3,-0.309,1,-1.105,1,-0.974,5,1.077
59150651,British Columbia,326,4,0.185,3,-0.365,1,-0.794,5,1.510
59150652,British Columbia,792,4,0.084,3,-0.245,1,-1.586,5,1.257
59150653,British Columbia,450,4,0.070,1,-0.651,1,-1.274,5,1.839
59150654,British Columbia,584,4,-0.086,2,-0.373,1,-0.854,5,1.374
59150655,British Columbia,489,4,-0.004,2,-0.439,1,-0.895,5,0.944
59150656,British Columbia,418,4,0.291,3,-0.235,1,-1.209,5,2.289
59150657,British Columbia,470,5,1.315,1,-0.822,2,-0.643,4,0.225
59150658,British Columbia,702,4,0.229,3,-0.288,2,-0.499,4,0.195
59150659,British Columbia,616,4,0.577,2,-0.510,2,-0.517,4,0.179
59150660,British Columbia,452,5,0.926,3,-0.174,3,0.046,4,-0.092
59150661,British Columbia,527,5,2.084,2,-0.468,2,-0.351,3,-0.411
59150662,British Columbia,397,5,1.170,3,-0.201,4,0.534,2,-0.714
59150663,British Columbia,446,5,1.418,3,-0.271,5,0.738,1,-0.939
59150664,British Columbia,559,4,0.177,1,-0.722,4,0.109,1,-0.747
59150665,British Columbia,408,4,0.724,3,-0.271,5,0.706,1,-0.798
59150666,British Columbia,416,5,0.935,3,-0.122,4,0.469,1,-0.965
59150667,British Columbia,399,5,2.367,4,-0.079,4,0.259,1,-1.057
59150668,British Columbia,525,5,0.990,2,-0.540,5,0.975,4,0.032
59150669,British Columbia,307,4,0.515,1,-0.631,4,0.097,4,0.361
59150670,British Columbia,549,5,1.624,4,-0.097,4,0.264,3,-0.338
59150671,British Columbia,415,4,0.911,2,-0.460,4,0.187,2,-0.619
59150672,British Columbia,715,5,1.194,2,-0.599,3,-0.341,5,0.730
59150673,British Columbia,409,4,0.005,1,-0.665,5,0.574,2,-0.607
59150674,British Columbia,595,4,0.233,2,-0.507,2,-0.415,3,-0.451
59150675,British Columbia,707,3,-0.245,2,-0.603,1,-0.869,5,1.230
59150676,British Columbia,587,4,-0.047,2,-0.497,1,-1.559,5,1.427
59150677,British Columbia,507,4,0.184,1,-0.871,1,-0.745,3,-0.425
59150678,British Columbia,608,4,0.030,1,-0.633,1,-1.300,4,0.579
59150679,British Columbia,439,4,0.209,4,0.223,2,-0.545,4,0.690
59150680,British Columbia,674,3,-0.401,1,-0.690,2,-0.724,5,0.989
59150681,British Columbia,439,4,0.072,1,-0.772,1,-1.335,4,0.565
59150682,British Columbia,677,3,-0.306,2,-0.528,2,-0.464,4,0.632
59150683,British Columbia,606,3,-0.235,2,-0.589,1,-1.136,3,-0.134
59150684,British Columbia,716,4,0.111,1,-0.796,2,-0.688,5,1.061
59150685,British Columbia,1058,4,0.172,2,-0.506,1,-1.137,4,0.161
59150686,British Columbia,396,4,-0.075,2,-0.467,2,-0.713,4,0.614
59150687,British Columbia,437,4,0.401,1,-0.741,2,-0.612,5,0.928
59150688,British Columbia,558,4,0.341,2,-0.616,2,-0.696,4,-0.033
59150689,British Columbia,466,4,-0.032,2,-0.565,1,-0.789,4,0.247
59150690,British Columbia,652,3,-0.271,2,-0.438,1,-0.819,4,0.323
59150691,British Columbia,510,4,0.225,3,-0.290,1,-1.262,5,1.305
59150692,British Columbia,582,4,-0.084,1,-0.804,1,-1.291,3,-0.340
59150693,British Columbia,361,4,0.020,3,-0.365,1,-0.759,4,-0.042
59150694,British Columbia,539,3,-0.202,1,-0.698,1,-0.819,2,-0.582
59150695,British Columbia,499,3,-0.355,1,-0.887,2,-0.562,2,-0.495
59150696,British Columbia,452,5,1.411,3,-0.349,3,-0.282,3,-0.311
59150697,British Columbia,665,4,0.724,3,-0.268,2,-0.512,4,0.001
59150698,British Columbia,491,4,0.741,3,-0.364,3,-0.163,3,-0.386
59150699,British Columbia,530,5,1.061,3,-0.113,1,-0.745,4,0.261
59150700,British Columbia,444,4,0.463,1,-0.706,3,-0.188,3,-0.263
59150701,British Columbia,548,4,0.048,3,-0.193,1,-0.825,4,0.033
59150702,British Columbia,461,3,-0.352,1,-1.031,1,-1.037,5,1.106
59150703,British Columbia,443,5,1.598,5,0.405,2,-0.488,3,-0.209
59150704,British Columbia,602,4,0.156,3,-0.166,1,-0.962,5,0.729
59150705,British Columbia,473,3,-0.550,1,-0.728,1,-1.777,5,2.366
59150706,British Columbia,309,4,0.209,2,-0.433,1,-1.292,5,2.151
59150707,British Columbia,391,4,0.148,4,-0.085,1,-1.243,5,2.850
59150708,British Columbia,769,4,0.418,1,-0.801,1,-1.488,5,1.985
59150709,British Columbia,1396,3,-0.170,1,-0.803,1,-1.786,5,2.084
59150710,British Columbia,629,4,-0.001,1,-0.637,1,-1.160,5,1.267
59150711,British Columbia,952,3,-0.121,1,-0.676,1,-1.352,5,2.255
59150712,British Columbia,491,4,-0.038,3,-0.267,1,-1.437,5,2.263
59150713,British Columbia,466,2,-0.660,2,-0.404,1,-1.098,5,1.467
59150714,British Columbia,285,3,-0.255,1,-0.716,1,-1.770,5,2.030
59150715,British Columbia,476,4,0.082,5,0.450,2,-0.635,5,2.089
59150716,British Columbia,479,4,0.394,5,0.601,3,-0.026,5,2.783
59150717,British Columbia,345,5,0.954,5,0.476,2,-0.443,5,1.809
59150718,British Columbia,490,4,0.025,3,-0.231,1,-0.934,5,2.003
59150719,British Columbia,428,4,0.010,5,0.918,3,-0.022,5,2.295
59150720,British Columbia,527,4,0.154,5,0.372,2,-0.580,5,2.678
59150721,British Columbia,469,4,0.153,3,-0.275,1,-1.002,5,2.125
59150722,British Columbia,519,4,0.474,4,0.059,1,-1.324,5,2.054
59150723,British Columbia,494,4,0.761,5,0.493,1,-1.034,5,1.294
59150724,British Columbia,498,4,0.069,2,-0.479,1,-1.439,5,0.743
59150725,British Columbia,501,4,0.141,3,-0.259,1,-1.497,5,1.288
59150726,British Columbia,516,4,0.345,2,-0.476,1,-1.167,5,0.724
59150727,British Columbia,587,4,0.372,5,0.369,1,-1.488,5,0.920
59150728,British Columbia,468,4,0.648,3,-0.315,1,-2.010,5,1.832
59150729,British Columbia,649,5,1.360,3,-0.302,1,-0.828,4,0.235
59150730,British Columbia,430,4,0.715,2,-0.386,1,-0.856,4,0.114
59150731,British Columbia,684,4,0.342,2,-0.429,1,-1.682,4,0.425
59150732,British Columbia,435,4,0.641,2,-0.587,1,-0.847,4,0.413
59150733,British Columbia,555,4,0.617,3,-0.279,2,-0.631,3,-0.384
59150734,British Columbia,821,4,0.388,2,-0.503,1,-1.356,4,0.235
59150735,British Columbia,669,4,0.780,2,-0.523,1,-0.944,4,0.388
59150736,British Columbia,650,5,1.100,4,0.251,2,-0.657,4,0.595
59150737,British Columbia,460,4,0.237,1,-0.896,1,-1.361,3,-0.235
59150738,British Columbia,474,4,-0.081,1,-0.888,1,-1.352,4,0.499
59150739,British Columbia,405,4,0.891,3,-0.229,2,-0.675,3,-0.286
59150740,British Columbia,431,4,-0.019,1,-0.759,1,-1.468,4,0.700
59150741,British Columbia,492,4,0.154,2,-0.603,1,-1.741,5,1.243
59150742,British Columbia,656,4,0.899,4,0.002,2,-0.453,5,1.187
59150743,British Columbia,489,4,0.691,5,0.302,1,-0.905,5,1.154
59150744,British Columbia,473,4,0.272,2,-0.531,1,-1.573,4,0.664
59150745,British Columbia,577,4,0.400,2,-0.407,1,-1.005,4,-0.044
59150746,British Columbia,407,4,0.000,3,-0.209,1,-0.860,5,1.291
59150747,British Columbia,328,3,-0.192,5,0.682,1,-0.785,5,2.149
59150748,British Columbia,598,4,0.305,5,0.893,1,-1.253,5,1.470
59150749,British Columbia,524,3,-0.368,1,-0.920,1,-1.045,5,1.611
59150750,British Columbia,614,3,-0.426,4,0.080,2,-0.729,5,1.382
59150751,British Columbia,630,5,1.212,4,0.234,4,0.313,5,1.577
59150752,British Columbia,406,4,0.642,2,-0.474,1,-0.983,4,-0.064
59150753,British Columbia,278,4,0.132,4,-0.033,1,-1.601,5,0.870
59150754,British Columbia,374,4,0.647,5,0.416,2,-0.437,5,2.117
59150755,British Columbia,773,5,2.672,5,2.816,5,2.038,5,1.915
59150756,British Columbia,176,5,2.228,5,0.427,4,0.369,4,0.494
59150757,British Columbia,987,5,1.079,5,0.742,3,0.043,5,2.602
59150758,British Columbia,531,5,3.476,5,0.893,5,2.487,5,1.524
59150759,British Columbia,192,5,2.539,5,1.119,4,0.368,5,2.149
59150760,British Columbia,299,4,0.062,5,4.173,5,3.048,5,4.232
59150761,British Columbia,215,3,-0.495,5,2.067,5,4.162,5,3.823
59150762,British Columbia,676,5,1.539,5,0.612,5,1.865,5,2.604
59150763,British Columbia,232,4,0.912,5,1.627,5,1.121,5,3.875
59150777,British Columbia,1158,4,0.792,2,-0.387,1,-1.296,5,2.291
59150779,British Columbia,1038,4,0.333,1,-0.772,1,-1.497,5,2.002
59150780,British Columbia,2148,4,0.266,1,-0.734,1,-1.201,5,2.597
59150782,British Columbia,465,5,1.008,1,-0.686,1,-1.538,5,2.622
59150784,British Columbia,517,4,0.328,4,-0.042,2,-0.412,5,3.257
59150785,British Columbia,1846,4,0.353,2,-0.575,1,-1.295,5,3.382
59150786,British Columbia,546,4,0.797,1,-0.820,1,-1.063,5,1.973
59150787,British Columbia,439,4,0.595,3,-0.229,2,-0.429,5,0.905
59150788,British Columbia,646,4,0.532,2,-0.475,3,-0.170,5,1.865
59150790,British Columbia,1170,4,0.209,1,-0.765,4,0.119,5,1.308
59150791,British Columbia,571,4,0.024,2,-0.447,1,-1.161,5,2.972
59150792,British Columbia,861,4,-0.108,2,-0.557,1,-0.811,5,1.974
59150793,British Columbia,1039,4,0.335,3,-0.210,5,0.625,5,2.767
59150795,British Columbia,861,4,0.153,3,-0.286,1,-1.115,5,2.933
59150816,British Columbia,286,4,0.241,3,-0.360,1,-1.290,5,2.339
59150817,British Columbia,486,3,-0.262,2,-0.429,2,-0.509,5,1.907
59150819,British Columbia,432,4,0.010,1,-0.901,1,-1.857,5,3.372
59150820,British Columbia,570,4,0.354,1,-0.741,1,-1.407,5,2.777
59150821,British Columbia,475,4,-0.106,2,-0.594,1,-1.320,5,2.547
59150822,British Columbia,412,4,-0.111,2,-0.450,1,-1.807,5,3.199
59150823,British Columbia,456,4,0.084,2,-0.507,1,-1.984,5,3.438
59150824,British Columbia,408,4,-0.027,1,-0.839,4,0.377,5,2.380
59150827,British Columbia,394,3,-0.467,1,-0.836,5,0.598,5,2.408
59150828,British Columbia,671,3,-0.170,2,-0.425,3,-0.103,5,2.074
59150831,British Columbia,598,4,0.566,1,-0.677,3,-0.348,5,3.312
59150832,British Columbia,752,4,0.354,2,-0.383,1,-1.409,5,3.164
59150837,British Columbia,496,3,-0.262,3,-0.261,2,-0.714,5,2.736
59150840,British Columbia,429,4,0.048,4,-0.027,1,-1.448,5,2.685
59150841,British Columbia,495,5,1.238,3,-0.168,2,-0.670,5,2.666
59150845,British Columbia,627,4,0.126,2,-0.547,1,-1.116,5,2.528
59150846,British Columbia,820,4,0.129,1,-0.710,1,-1.264,5,2.749
59150850,British Columbia,2303,5,1.479,2,-0.430,1,-1.147,5,2.124
59150859,British Columbia,395,3,-0.324,1,-1.026,3,-0.257,5,1.951
59150861,British Columbia,582,3,-0.152,1,-0.767,5,0.836,5,1.882
59150863,British Columbia,584,3,-0.265,1,-1.026,4,0.447,5,2.124
59150864,British Columbia,534,3,-0.241,3,-0.330,4,0.200,5,2.493
59150865,British Columbia,656,3,-0.195,2,-0.494,5,0.613,5,2.285
59150866,British Columbia,496,3,-0.284,2,-0.515,4,0.254,5,2.570
59150871,British Columbia,569,4,-0.005,1,-0.683,1,-1.163,5,2.767
59150872,British Columbia,457,3,-0.257,1,-0.789,4,0.439,4,0.167
59150873,British Columbia,491,4,-0.001,1,-0.784,1,-1.025,5,1.200
59150874,British Columbia,589,3,-0.562,3,-0.283,1,-1.407,5,2.338
59150875,British Columbia,532,3,-0.388,2,-0.592,1,-1.466,5,2.445
59150876,British Columbia,548,3,-0.238,2,-0.452,1,-0.806,5,2.933
59150877,British Columbia,377,4,-0.057,1,-1.031,1,-1.614,5,2.906
59150878,British Columbia,560,2,-0.676,2,-0.512,2,-0.717,5,2.366
59150879,British Columbia,556,3,-0.231,1,-0.753,4,0.134,5,2.344
59150880,British Columbia,593,2,-0.602,1,-0.766,1,-1.085,5,1.683
59150881,British Columbia,594,3,-0.432,1,-0.964,3,-0.137,5,1.303
59150882,British Columbia,706,3,-0.133,1,-0.696,1,-0.948,5,1.513
59150883,British Columbia,525,3,-0.405,1,-0.947,2,-0.493,4,0.226
59150884,British Columbia,255,3,-0.501,1,-1.047,2,-0.581,5,1.387
59150885,British Columbia,498,4,0.244,5,0.928,5,1.724,5,1.854
59150886,British Columbia,472,4,0.018,2,-0.618,3,-0.230,5,0.786
59150887,British Columbia,396,4,0.203,4,-0.109,4,0.524,2,-0.576
59150888,British Columbia,497,4,0.903,4,-0.005,5,0.657,4,-0.102
59150889,British Columbia,593,4,0.785,1,-0.714,2,-0.467,2,-0.547
59150890,British Columbia,581,4,0.714,4,0.053,3,0.033,3,-0.466
59150891,British Columbia,567,4,0.687,2,-0.527,2,-0.351,2,-0.584
59150892,British Columbia,442,4,0.849,2,-0.602,2,-0.443,3,-0.403
59150893,British Columbia,661,4,0.776,3,-0.332,4,0.199,3,-0.215
59150894,British Columbia,592,5,1.094,4,0.235,3,-0.239,5,0.988
59150895,British Columbia,479,5,0.916,2,-0.471,3,-0.337,4,-0.105
59150896,British Columbia,550,4,0.424,1,-0.719,3,-0.320,3,-0.405
59150897,British Columbia,561,5,1.477,2,-0.460,5,0.690,3,-0.336
59150898,British Columbia,528,4,0.123,2,-0.418,3,-0.342,4,0.000
59150899,British Columbia,505,5,1.369,3,-0.335,5,0.764,4,0.120
59150900,British Columbia,429,5,1.001,3,-0.165,4,0.071,2,-0.679
59150901,British Columbia,478,4,0.793,1,-0.673,3,-0.225,2,-0.586
59150902,British Columbia,376,5,1.083,2,-0.423,5,0.905,3,-0.174
59150903,British Columbia,392,4,0.301,3,-0.274,3,-0.013,1,-0.797
59150904,British Columbia,404,4,0.791,4,-0.109,3,0.030,2,-0.693
59150905,British Columbia,582,5,0.999,3,-0.360,3,-0.088,3,-0.371
59150906,British Columbia,482,4,0.465,1,-0.644,4,0.220,2,-0.707
59150907,British Columbia,612,5,1.084,2,-0.463,3,-0.179,4,0.147
59150908,British Columbia,471,5,1.003,3,-0.217,4,0.117,4,-0.124
59150909,British Columbia,604,4,0.492,3,-0.288,4,0.107,2,-0.564
59150910,British Columbia,492,4,0.504,1,-0.753,4,0.193,2,-0.637
59150911,British Columbia,567,4,0.234,2,-0.501,3,-0.244,1,-0.767
59150912,British Columbia,486,5,1.242,2,-0.435,5,0.770,2,-0.501
59150913,British Columbia,537,4,0.184,1,-0.636,4,0.050,1,-0.894
59150914,British Columbia,456,4,0.484,1,-0.682,5,0.596,2,-0.705
59150915,British Columbia,555,5,1.339,4,0.152,4,0.422,2,-0.650
59150916,British Columbia,429,4,0.296,1,-0.801,4,0.373,1,-1.172
59150917,British Columbia,469,4,0.262,4,-0.032,4,0.159,4,-0.010
59150918,British Columbia,403,3,-0.285,1,-0.918,5,1.092,2,-0.686
59150919,British Columbia,402,4,0.043,1,-0.841,5,0.585,2,-0.638
